date;identifiant;longitude;latitude;altitude;duree;distance;vitesse;distance_cum
07/04/2020;1;7,263150972;43,71814486;107,7;1680;16,51137453;9,90682472;5597,980259
07/04/2020;1;7,263076746;43,71835706;108,4;1686;24,33790006;14,60274003;5622,318159
07/04/2020;1;7,263053644;43,71851829;109,1;1692;18,02396074;10,81437644;5640,34212
07/04/2020;1;7,262961101;43,71867714;109,8;1698;19,16517717;11,4991063;5659,507297
07/04/2020;1;7,262905438;43,71888366;110,5;1704;23,39572509;14,03743505;5682,903022
07/04/2020;1;7,262853471;43,71906094;111,3;1710;20,15000302;12,09000181;5703,053025
07/04/2020;1;7,262767421;43,71921276;112;1716;18,24289886;10,94573932;5721,295924
07/04/2020;1;7,262727821;43,71935842;112,7;1722;16,50618816;9,903712894;5737,802112
07/04/2020;1;7,26278929;43,71948618;113,4;1728;15,04057981;9,024347887;5752,842692
07/04/2020;1;7,262835854;43,71967409;114,1;1734;21,22711654;12,73626992;5774,069809
07/04/2020;1;7,263096699;43,7196894;114,7;1740;21,03154347;12,61892608;5795,101352
07/04/2020;1;7,263425082;43,71974395;115,4;1746;27,07836959;16,24702176;5822,179722
07/04/2020;1;7,26364633;43,71975963;116;1752;17,86575364;10,71945218;5840,045475
07/04/2020;1;7,263923972;43,71982622;116,6;1758;23,50890127;14,10534076;5863,554377
07/04/2020;1;7,264065112;43,71991039;117,1;1764;14,70516815;8,823100888;5878,259545
07/04/2020;1;7,264064093;43,72003574;117,6;1770;13,93836411;8,363018464;5892,197909
07/04/2020;1;7,264132779;43,72017701;117,9;1776;16,64998413;9,989990477;5908,847893
07/04/2020;1;7,264204876;43,72033233;118,2;1782;18,21669596;10,93001758;5927,064589
07/04/2020;1;7,264302798;43,72050038;118,3;1788;20,27574389;12,16544634;5947,340333
07/04/2020;1;7,264560454;43,720535;118,3;1794;21,06066355;12,63639813;5968,400996
07/04/2020;1;7,264637099;43,72044883;118,2;1800;11,39025777;6,834154659;5979,791254
07/04/2020;1;7,264644794;43,72026158;117,9;1806;20,83045724;12,49827434;6000,621711
07/04/2020;1;7,26456936;43,72006115;117,5;1812;23,09641372;13,85784823;6023,718125
07/04/2020;1;7,264611762;43,72000167;117;1818;7,44077163;4,464462978;6031,158897
07/04/2020;1;7,264717304;43,71985287;116,3;1824;18,59326655;11,15595993;6049,752163
07/04/2020;1;7,264905224;43,71979202;115,5;1830;16,5481783;9,928906978;6066,300342
